          100       0        AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA                 
            0     100        BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB        
         1000    2000        CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC     
           50       3        DDDDDDDDDDD     DDDDDDDDDDDDDDDDDD   DDDDDD        
            1     200        EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE      
            2     300        FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF      
            3      10        GGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGG      
            4     100        HHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH    
            5      20        IIIIIIIIIIIIIIIIIIIIIIIIII                         
            6     100        JJJJJJJJJJJ      JJJJJJJJJJJJJJJJJJJ               
            7     200        ABCDEFGHIJKLMNOPQRSTUVWXYZ                         
            8     100        ZABCDEFGHIJKLMNOPQRSTUVWXY                         
            9      50        YZABCDEFGHIJKLMNOPQRSTUVWX                         
         2000    8000        XYZABCDEFGHIJKLMNOPQRSTUVW                         
            0     300        WXYZABCDEFGHIJKLMNOPQRSTUV                         
          800      50        VWXYZABCDEFGHIJKLMNOPQRSTU                         
          300    4000        UVWXYZABCDEFGHIJKLMNOPQRST                         
          100       0        TUVWXYZABCDEFGHIJKLMNOPQRS                         
            0     100        STUVWXYZABCDEFGHIJKLMNOPQR                         
         1000    2000        RSTUVWXYZABCDEFGHIJKLMNOPQ                         
           50       3        QRSTUVWXYZABCDEFGHIJKLMNOP                         
            1     200        PQRSTUVWXYZABCDEFGHIJKLMNO                         
            2     300        OPQRSTUVWXYZABCDEFGHIJKLMN                         
            3      10        NOPQRSTUVWXYZABCDEFGHIJKLM                         
            4     100        MNOPQRSTUVWXYZABCDEFGHIJKL                         
            5      20        LMNOPQRSTUVWXYZABCDEFGHIJK                         
            6     100        KLMNOPQRSTUVWXYZABCDEFGHIJ                         
            7     200        JKLMNOPQRSTUVWXYZABCDEFGHI                         
            8     100        IJKLMNOPQRSTUVWXYZABCDEFGH                         
            9      50        HIJKLMNOPQRSTUVWXYZABCDEFG                         
         2000    8000        GHIJKLMNOPQRSTUVWXYZABCDEF                         
            0     300        FGHIJKLMNOPQRSTUVWXYZABCDE                         
          800      50        EFGHIJKLMNOPQRSTUVWXYZABCD                         
          300    4000        DEFGHIJKLMNOPQRSTUVWXYZABC                         
          100       0        CDEFGHIJKLMNOPQRSTUVWXYZAB                         
            0     100        BCDEFGHIJKLMNOPQRSTUVWXYZA                         
         1000    2000        ABCDEFGHIJKLMNOPQRSTUVWXYZ                         
           50       3                                                           
            1     200                                                           
            2     300                                                           
            3      10                                                           
            4     100                                                           
            5      20                                                           
            6     100                                                           
            7     200                                                           
            8     100                                                           
            9      50                                                           
         2000    8000                                                           
            0     300                                                           
          800      50                                                           
          300    4000                                                           
          100       0                                                           
            0     100                                                           
         1000    2000                                                           
           50       3                                                           
            1     200                                                           
            2     300                                                           
            3      10                                                           
            4     100                                                           
            5      20                                                           
            6     100                                                           
            7     200                                                           
            8     100                                                           
            9      50                                                           
         2000    8000                                                           
            0     300                                                           
          800      50                                                           
          300    4000                                                           
            4     100                                                           
            5      20                                                           
            6     100                                                           
            7     200                                                           
            8     100                                                           
            9      50                                                           
         2000    8000                                                           
            0     300                                                           
          800      50                                                           
          300    4000                                                           
          100       0                                                           
            0     100                                                           
         1000    2000                                                           
           50       3                                                           
            1     200                                                           
            2     300                                                           
            3      10                                                           
            4     100                                                           
            5      20                                                           
            6     100                                                           
            7     200                                                           
            8     100                                                           
            9      50                                                           
         2000    8000                                                           
            0     300                                                           
          800      50                                                           
          300    4000                                                           
          100       0                                                           
            0     100                                                           
         1000    2000                                                           
           50       3                                                           
            1     200                                                           
            2     300                                                           
            3      10                                                           
            4     100                                                           
            5      20                                                           
            6     100                                                           
            7     200                                                           
            8     100                                                           
            9      50                                                           
         2000    8000                                                           
            0     300                                                           
          800      50                                                           
          300    4000                                                           
          100       0                                                           
            0     100                                                           
         1000    2000                                                           
           50       3                                                           
            1     200                                                           
            2     300                                                           
            3      10                                                           
            4     100                                                           
            5      20                                                           
            6     100                                                           
            7     200                                                           
            8     100                                                           
