 1.000000000E+00  4.774311332E-01
 2.980000000E+00  3.449774758E-01
 4.960000000E+00  3.265899604E+00
 6.940000000E+00  4.402506137E+00
 8.920000000E+00  2.939814602E+00
 1.090000000E+01  8.645443216E+00
 1.288000000E+01  2.843527980E+00
 1.486000000E+01  8.325033164E-01
 1.684000000E+01  1.442546224E+01
 1.882000000E+01  1.318321022E+01
 2.080000000E+01  1.148264403E+01
 2.278000000E+01  1.623066047E+01
 2.476000000E+01  7.585312868E+00
 2.674000000E+01  2.403745353E+01
 2.872000000E+01  6.511590832E+00
 3.070000000E+01  4.718895128E-01
 3.268000000E+01  1.628979659E+01
 3.466000000E+01  7.112254306E+00
 3.664000000E+01  2.292623844E+01
 3.862000000E+01  2.988774566E+01
 4.060000000E+01  3.891246721E+01
 4.258000000E+01  2.090534085E+01
 4.456000000E+01  4.021668400E+01
 4.654000000E+01  8.069576273E+00
 4.852000000E+01  1.381385455E+01
 5.050000000E+01  3.974800736E+01
 5.248000000E+01  5.212249966E+01
 5.446000000E+01  9.788421901E+00
 5.644000000E+01  1.997033846E+01
 5.842000000E+01  1.897359962E+00
 6.040000000E+01  5.639091789E+01
 6.238000000E+01  3.872477209E+01
 6.436000000E+01  2.513203841E+01
 6.634000000E+01  5.037551831E+01
 6.832000000E+01  2.920170890E+01
 7.030000000E+01  5.907178489E+01
 7.228000000E+01  5.452721310E+01
 7.426000000E+01  2.835101236E+01
 7.624000000E+01  5.248356351E+01
 7.822000000E+01  7.466723520E+01
 8.020000000E+01  4.985987239E+01
 8.218000000E+01  1.061649157E+01
 8.416000000E+01  7.680383533E+01
 8.614000000E+01  1.188042684E+01
 8.812000000E+01  5.118209821E+00
 9.010000000E+01  9.042373018E+01
 9.208000000E+01  7.676720748E+01
 9.406000000E+01  9.101673132E+01
 9.604000000E+01  5.901653422E+00
 9.802000000E+01  3.157235614E+01
