 0.000000000E+00 -5.171894304E+02
 2.000000000E+04  6.953327525E+10
 4.000000000E+04  2.733082850E+11
 6.000000000E+04  6.236629472E+11
 8.000000000E+04  1.089166622E+12
 1.000000000E+05  1.691371980E+12
 1.200000000E+05  2.447721571E+12
 1.400000000E+05  3.252846171E+12
 1.600000000E+05  4.410163702E+12
 1.800000000E+05  5.583919078E+12
 2.000000000E+05  6.624173019E+12
 2.200000000E+05  8.327148196E+12
 2.400000000E+05  9.536186305E+12
 2.600000000E+05  1.166875644E+13
 2.800000000E+05  1.338168172E+13
 3.000000000E+05  1.500562943E+13
 3.200000000E+05  1.709612413E+13
 3.400000000E+05  1.960098513E+13
 3.600000000E+05  2.211822747E+13
 3.800000000E+05  2.453355165E+13
 4.000000000E+05  2.774165858E+13
 4.200000000E+05  3.002261172E+13
 4.400000000E+05  3.269656502E+13
 4.600000000E+05  3.627903116E+13
 4.800000000E+05  3.821327565E+13
 5.000000000E+05  4.285587320E+13
 5.200000000E+05  4.571163274E+13
 5.400000000E+05  4.934890762E+13
 5.600000000E+05  5.347135470E+13
 5.800000000E+05  5.757985161E+13
 6.000000000E+05  5.974248744E+13
 6.200000000E+05  6.578548295E+13
 6.400000000E+05  6.990577408E+13
 6.600000000E+05  7.331137091E+13
 6.800000000E+05  7.676902748E+13
 7.000000000E+05  8.505077920E+13
 7.200000000E+05  8.965472568E+13
 7.400000000E+05  9.263345817E+13
 7.600000000E+05  9.648680392E+13
 7.800000000E+05  1.013357035E+14
 8.000000000E+05  1.098218198E+14
 8.200000000E+05  1.124972476E+14
 8.400000000E+05  1.206932389E+14
 8.600000000E+05  1.256117222E+14
 8.800000000E+05  1.342597768E+14
 9.000000000E+05  1.379691838E+14
 9.200000000E+05  1.422635028E+14
 9.400000000E+05  1.481554304E+14
 9.600000000E+05  1.588591561E+14
 9.800000000E+05  1.632818891E+14
