 1.000000000E+00  4.389217850E+02
 2.000098000E+04  7.269909375E+07
 4.000096000E+04  1.557839477E+08
 6.000094000E+04  2.439891905E+08
 8.000092000E+04  3.387110500E+08
 1.000009000E+05  4.343671868E+08
 1.200008800E+05  5.286359343E+08
 1.400008600E+05  5.966544452E+08
 1.600008400E+05  7.099308179E+08
 1.800008200E+05  7.850055777E+08
 2.000008000E+05  9.087131883E+08
 2.200007800E+05  9.914145685E+08
 2.400007600E+05  1.104572627E+09
 2.600007400E+05  1.182549584E+09
 2.800007200E+05  1.275326937E+09
 3.000007000E+05  1.366945147E+09
 3.200006800E+05  1.517166212E+09
 3.400006600E+05  1.615862265E+09
 3.600006400E+05  1.684446236E+09
 3.800006200E+05  1.827275108E+09
 4.000006000E+05  1.894704227E+09
 4.200005800E+05  1.980582410E+09
 4.400005600E+05  2.120796353E+09
 4.600005400E+05  2.221692280E+09
 4.800005200E+05  2.303030587E+09
 5.000005000E+05  2.432163968E+09
 5.200004800E+05  2.527107318E+09
 5.400004600E+05  2.665804084E+09
 5.600004400E+05  2.707340190E+09
 5.800004200E+05  2.895229126E+09
 6.000004000E+05  2.992140682E+09
 6.200003800E+05  3.075233646E+09
 6.400003600E+05  3.186457506E+09
 6.600003400E+05  3.291848911E+09
 6.800003200E+05  3.405224122E+09
 7.000003000E+05  3.477256261E+09
 7.200002800E+05  3.619583896E+09
 7.400002600E+05  3.730360223E+09
 7.600002400E+05  3.784611018E+09
 7.800002200E+05  3.833175154E+09
 8.000002000E+05  3.956200090E+09
 8.200001800E+05  4.016962698E+09
 8.400001600E+05  4.173151287E+09
 8.600001400E+05  4.230703941E+09
 8.800001200E+05  4.363536194E+09
 9.000001000E+05  4.581878729E+09
 9.200000800E+05  4.673348076E+09
 9.400000600E+05  4.774886958E+09
 9.600000400E+05  4.948871981E+09
 9.800000200E+05  4.918016217E+09
