 0.000000000E+00  2.819576797E+01
 2.000000000E+04  2.705148047E+15
 4.000000000E+04  2.106099346E+16
 6.000000000E+04  7.388002739E+16
 8.000000000E+04  1.742067383E+17
 1.000000000E+05  3.380405685E+17
 1.200000000E+05  5.812357093E+17
 1.400000000E+05  9.107950011E+17
 1.600000000E+05  1.338631573E+18
 1.800000000E+05  1.915647084E+18
 2.000000000E+05  2.722840029E+18
 2.200000000E+05  3.559295155E+18
 2.400000000E+05  4.730385458E+18
 2.600000000E+05  5.873953171E+18
 2.800000000E+05  7.480191838E+18
 3.000000000E+05  8.806296109E+18
 3.200000000E+05  1.115094504E+19
 3.400000000E+05  1.324224770E+19
 3.600000000E+05  1.522612352E+19
 3.800000000E+05  1.790366483E+19
 4.000000000E+05  2.158462542E+19
 4.200000000E+05  2.506561705E+19
 4.400000000E+05  2.876544307E+19
 4.600000000E+05  3.313719607E+19
 4.800000000E+05  3.774098477E+19
 5.000000000E+05  4.169708032E+19
 5.200000000E+05  4.622101667E+19
 5.400000000E+05  5.229369427E+19
 5.600000000E+05  5.855213553E+19
 5.800000000E+05  6.612087650E+19
 6.000000000E+05  7.304051944E+19
 6.200000000E+05  8.033830127E+19
 6.400000000E+05  8.584317446E+19
 6.600000000E+05  9.663505991E+19
 6.800000000E+05  1.028889748E+20
 7.000000000E+05  1.161246146E+20
 7.200000000E+05  1.230258057E+20
 7.400000000E+05  1.371772355E+20
 7.600000000E+05  1.437314392E+20
 7.800000000E+05  1.589487560E+20
 8.000000000E+05  1.711894279E+20
 8.200000000E+05  1.821593285E+20
 8.400000000E+05  2.004016032E+20
 8.600000000E+05  2.093283826E+20
 8.800000000E+05  2.330597325E+20
 9.000000000E+05  2.482458652E+20
 9.200000000E+05  2.619741271E+20
 9.400000000E+05  2.733083615E+20
 9.600000000E+05  2.895296538E+20
 9.800000000E+05  3.094095894E+20
